sublayer,epoch,N_neurons,n_samples,H_raw,H_dequant,delta,n_eigs_kept_raw,n_eigs_kept_dequant,note
layer3.0.sn2,10,256,10000,718.152169886389,726.9802969839197,8.828127097530796,256,256,
layer3.0.sn2,20,256,10000,768.2523727070179,775.1578598570408,6.90548715002285,256,256,
layer3.0.sn2,30,256,10000,799.4772731609471,805.2993627071082,5.8220895461611235,256,256,
layer3.0.sn2,40,256,10000,821.4509193747328,826.6647785765231,5.213859201790228,256,256,
layer3.0.sn2,50,256,10000,842.4096803108006,847.0923786837229,4.682698372922346,256,256,
layer3.0.sn2,60,256,10000,842.5319780347177,847.2609281543155,4.728950119597812,256,256,
layer3.0.sn2,70,256,10000,861.8279669606992,866.1039851217779,4.276018161078696,256,256,
layer3.0.sn2,80,256,10000,863.8177999144817,868.0456260007219,4.227826086240157,256,256,
layer3.0.sn2,90,256,10000,868.0241914836997,872.1589989191234,4.1348074354236815,256,256,
layer3.0.sn2,100,256,10000,879.5322127807644,883.4157621506083,3.8835493698438768,256,256,
layer3.0.sn2,125,256,10000,890.1626571794426,893.8341814802482,3.6715243008055722,256,256,
layer3.0.sn2,150,256,10000,893.8346208519683,897.4444420654432,3.609821213474902,256,256,
layer3.0.sn2,175,256,10000,895.5080655797946,899.0833455921262,3.575280012331632,256,256,
layer3.0.sn2,200,256,10000,908.598975275652,911.9195810328025,3.3206057571504743,256,256,
layer3.0.sn2,225,256,10000,915.5952610554266,918.7675041587019,3.172243103275264,256,256,
layer3.0.sn2,250,256,10000,903.5205253398931,906.928946437298,3.4084210974049256,256,256,
layer3.0.sn2,275,256,10000,917.9622036866372,921.114131743697,3.1519280570598767,256,256,
layer3.0.sn2,300,256,10000,922.8374550807114,925.8736119725024,3.0361568917910517,256,256,
layer3.0.sn2,400,256,10000,931.1216920403022,933.9900173033186,2.868325263016459,256,256,
layer3.0.sn2,500,256,10000,933.4165585277979,936.2127434449823,2.796184917184405,256,256,
layer3.0.sn2,600,256,10000,935.4716953583401,938.2272483386676,2.7555529803274794,256,256,
layer3.0.sn2,700,256,10000,938.665511870737,941.3519786225689,2.686466751831972,256,256,
layer3.0.sn2,800,256,10000,933.6428448547078,936.3952506237562,2.7524057690483232,256,256,
layer3.0.sn2,900,256,10000,934.1791638644811,936.9111866188804,2.7320227543992814,256,256,
layer3.1.sn1,0,256,10000,376.8943256010168,414.04454429115003,37.150218690133215,256,256,
layer3.1.sn1,5,256,10000,488.9875256779834,517.1787910565795,28.191265378596086,256,256,
layer3.1.sn1,10,256,10000,522.1849967840933,547.0047822132149,24.819785429121566,256,256,
layer3.1.sn1,20,256,10000,554.7596058229394,576.9547624766349,22.19515665369545,256,256,
layer3.1.sn1,30,256,10000,574.5028272408438,594.9783254990173,20.475498258173502,256,256,
layer3.1.sn1,40,256,10000,589.9077022060774,609.2148814057023,19.307179199624898,256,256,
layer3.1.sn1,50,256,10000,605.8418982915864,623.8147701151777,17.972871823591277,256,256,
layer3.1.sn1,60,256,10000,601.3352207204207,619.9345586692831,18.5993379488624,256,256,
layer3.1.sn1,70,256,10000,613.3227942354907,630.997939103511,17.67514486802031,256,256,
layer3.1.sn1,80,256,10000,609.2500793061797,627.4556157218667,18.205536415686993,256,256,
layer3.1.sn1,90,256,10000,609.915609695433,628.2074286881525,18.291818992719527,256,256,
layer3.1.sn1,100,256,10000,616.5492475464382,634.3043370156395,17.755089469201266,256,256,
layer3.1.sn1,125,256,10000,623.1800515025824,640.4010480517654,17.22099654918304,256,256,
layer3.1.sn1,150,256,10000,624.779387642204,642.0213828608598,17.241995218655802,256,256,
layer3.1.sn1,175,256,10000,625.5067661759274,642.6874039475995,17.18063777167208,256,256,
layer3.1.sn1,200,256,10000,636.6726655770708,653.0910861362897,16.41842055921893,256,256,
layer3.1.sn1,225,256,10000,643.9012685474968,659.7033476668896,15.802079119392829,256,256,
layer3.1.sn1,250,256,10000,632.5283577322018,649.3895562718186,16.861198539616794,256,256,
layer3.1.sn1,275,256,10000,647.3149169485464,663.0548840962816,15.739967147735229,256,256,
layer3.1.sn1,300,256,10000,652.8287351916151,668.0671836844708,15.238448492855696,256,256,
layer3.1.sn1,400,256,10000,674.1766010739054,687.9132139273484,13.73661285344292,256,256,
layer3.1.sn1,500,256,10000,685.7911121299601,698.7900959138349,12.998983783874792,256,256,
layer3.1.sn1,600,256,10000,701.0875438696701,713.153120929243,12.065577059572888,256,256,
layer3.1.sn1,700,256,10000,712.2248166784941,723.6328979910681,11.40808131257404,256,256,
layer3.1.sn1,800,256,10000,715.9916753593957,727.1666652511694,11.174989891773748,256,256,
layer3.1.sn1,900,256,10000,719.2351432305419,730.2722565897291,11.037113359187174,256,256,
layer3.1.sn2,0,256,10000,406.55490006831803,438.1357970497128,31.580896981394744,256,256,
layer3.1.sn2,5,256,10000,483.9743183890537,511.9501872701968,27.97586888114313,256,256,
layer3.1.sn2,10,256,10000,521.0349118458155,544.6045093531245,23.569597507309027,256,256,
layer3.1.sn2,20,256,10000,558.0142734368684,577.9965230892763,19.98224965240786,256,256,
layer3.1.sn2,30,256,10000,579.5056182500432,597.4645096757488,17.958891425705588,256,256,
layer3.1.sn2,40,256,10000,595.3527358304295,612.0675079014899,16.714772071060338,256,256,
layer3.1.sn2,50,256,10000,609.078135111467,624.7665676724026,15.688432560935667,256,256,
layer3.1.sn2,60,256,10000,604.6487223222282,620.7857620910595,16.1370397688313,256,256,
layer3.1.sn2,70,256,10000,617.7739636994095,632.905090055958,15.13112635654852,256,256,
layer3.1.sn2,80,256,10000,616.7272833214124,631.966558976804,15.239275655391566,256,256,
layer3.1.sn2,90,256,10000,617.0795408228255,632.2495888764219,15.17004805359636,256,256,
layer3.1.sn2,100,256,10000,623.4499425925071,638.2245811731702,14.774638580663122,256,256,
layer3.1.sn2,125,256,10000,632.3669400263251,646.4326764356965,14.065736409371425,256,256,
layer3.1.sn2,150,256,10000,633.0618601302084,647.141390650791,14.07953052058258,256,256,
layer3.1.sn2,175,256,10000,635.8985810493033,649.7892746428556,13.890693593552328,256,256,
layer3.1.sn2,200,256,10000,645.0743019235131,658.384536151018,13.310234227504907,256,256,
layer3.1.sn2,225,256,10000,650.371884464233,663.2675632726342,12.895678808401271,256,256,
layer3.1.sn2,250,256,10000,642.6601090396243,656.175963279278,13.515854239653663,256,256,
layer3.1.sn2,275,256,10000,652.7033034085489,665.5980561915194,12.8947527829705,256,256,
layer3.1.sn2,300,256,10000,658.3302461911031,670.7548493133543,12.424603122251142,256,256,
layer3.1.sn2,400,256,10000,667.0269399744407,678.9212433682487,11.894303393808059,256,256,
layer3.1.sn2,500,256,10000,670.5401200756532,682.1383441452133,11.598224069560047,256,256,
layer3.1.sn2,600,256,10000,673.1949638484593,684.6557378764662,11.460774028006881,256,256,
layer3.1.sn2,700,256,10000,674.7085905127662,686.0356610411093,11.327070528343029,256,256,
layer3.1.sn2,800,256,10000,671.1947982514525,682.7386991134656,11.54390086201306,256,256,
layer3.1.sn2,900,256,10000,671.2642012600407,682.7456411981805,11.481439938139715,256,256,
layer4.0.sn1,0,512,10000,1160.0058876252272,1189.7130898319215,29.70720220669432,512,512,
layer4.0.sn1,5,512,10000,1144.473181293375,1179.7005228153027,35.227341521927656,512,512,
layer4.0.sn1,10,512,10000,1113.6891692448435,1156.4273617550243,42.73819251018085,512,512,
layer4.0.sn1,20,512,10000,1163.0196325794277,1200.7061176499667,37.68648507053899,512,512,
layer4.0.sn1,30,512,10000,1214.5211118248535,1247.044722439753,32.52361061489955,512,512,
layer4.0.sn1,40,512,10000,1263.620550963195,1292.967572128203,29.347021165008073,512,512,
layer4.0.sn1,50,512,10000,1293.0329619145418,1320.8790541557773,27.84609224123551,512,512,
layer4.0.sn1,60,512,10000,1277.9600968693358,1307.1736072177487,29.21351034841291,512,512,
layer4.0.sn1,70,512,10000,1299.1940811798718,1327.0583524913807,27.8642713115089,512,512,
layer4.0.sn1,80,512,10000,1306.008526628657,1333.3817162750265,27.37318964636961,512,512,
layer4.0.sn1,90,512,10000,1287.6311651058736,1317.5769295120647,29.945764406191074,512,512,
layer4.0.sn1,100,512,10000,1303.917300824784,1332.433452155551,28.516151330767116,512,512,
layer4.0.sn1,125,512,10000,1325.8642725205418,1352.234880267269,26.370607746727273,512,512,
layer4.0.sn1,150,512,10000,1307.2223452421847,1335.816276176487,28.593930934302307,512,512,
layer4.0.sn1,175,512,10000,1311.0518066749885,1339.151463244942,28.099656569953595,512,512,
layer4.0.sn1,200,512,10000,1314.744205522222,1342.3995990342323,27.655393512010278,512,512,
layer4.0.sn1,225,512,10000,1308.7498680927654,1337.3211475922337,28.571279499468346,512,512,
layer4.0.sn1,250,512,10000,1277.5486944721483,1309.3107725277819,31.762078055633538,512,512,
layer4.0.sn1,275,512,10000,1281.8117177986082,1313.2982442638413,31.486526465233055,512,512,
layer4.0.sn1,300,512,10000,1299.3273711951015,1328.6998256794677,29.372454484366244,512,512,
layer4.0.sn1,400,512,10000,1279.4422844844423,1311.5101658512626,32.0678813668203,512,512,
layer4.0.sn1,500,512,10000,1262.3674075847985,1297.2558688026966,34.88846121789811,512,512,
layer4.0.sn1,600,512,10000,1235.1393447133873,1276.7266013598569,41.58725664646954,512,512,
layer4.0.sn1,700,512,10000,1221.3712816883365,1266.1778624695685,44.806580781232014,512,512,
layer4.0.sn1,800,512,10000,1194.9482699085618,1246.228994845239,51.28072493667719,512,512,
layer4.0.sn1,900,512,10000,1183.0546155055906,1236.6622264657658,53.60761096017518,512,512,
layer4.0.sn2,0,512,10000,1346.7570261463775,1363.9980328053957,17.24100665901824,512,512,
layer4.0.sn2,5,512,10000,1429.2775972347713,1446.2788672932043,17.001270058432965,512,512,
layer4.0.sn2,10,512,10000,1430.3674319246747,1448.7429074861052,18.37547556143045,512,512,
layer4.0.sn2,20,512,10000,1510.6923078254067,1525.8035936388874,15.111285813480663,512,512,
layer4.0.sn2,30,512,10000,1555.5090134088605,1568.8455653519923,13.33655194313178,512,512,
layer4.0.sn2,40,512,10000,1596.071702039645,1608.069819465022,11.998117425376904,512,512,
layer4.0.sn2,50,512,10000,1608.555355363899,1620.332385706441,11.777030342542048,512,512,
layer4.0.sn2,60,512,10000,1600.304481070014,1612.4029739852704,12.09849291525643,512,512,
layer4.0.sn2,70,512,10000,1627.5334906929577,1638.7147481780262,11.1812574850685,512,512,
layer4.0.sn2,80,512,10000,1633.4607166397504,1644.5303315287274,11.069614888976957,512,512,
layer4.0.sn2,90,512,10000,1629.4905687637743,1640.7117019813631,11.221133217588886,512,512,
layer4.0.sn2,100,512,10000,1633.6775249502864,1644.792340383999,11.114815433712693,512,512,
layer4.0.sn2,125,512,10000,1625.70503468109,1637.2598580306167,11.554823349526714,512,512,
layer4.0.sn2,150,512,10000,1627.0933423390802,1638.607848353831,11.51450601475085,512,512,
layer4.0.sn2,175,512,10000,1612.4483350162334,1624.6294194733737,12.181084457140287,512,512,
layer4.0.sn2,200,512,10000,1608.6569234848873,1621.051580746809,12.394657261921566,512,512,
layer4.0.sn2,225,512,10000,1610.1089547984157,1622.4361741949147,12.327219396499004,512,512,
layer4.0.sn2,250,512,10000,1578.1658504479433,1591.7263178387175,13.560467390774193,512,512,
layer4.0.sn2,275,512,10000,1584.9931626308557,1598.2849362174406,13.291773586584895,512,512,
layer4.0.sn2,300,512,10000,1582.8166591806344,1596.3077727932146,13.491113612580193,512,512,
layer4.0.sn2,400,512,10000,1570.5397826276821,1584.6147347289725,14.074952101290364,512,512,
layer4.0.sn2,500,512,10000,1542.8006204091828,1557.804766615479,15.004146206296127,512,512,
layer4.0.sn2,600,512,10000,1522.9313997800123,1538.8689756543909,15.937575874378581,512,512,
layer4.0.sn2,700,512,10000,1504.2511431340731,1520.8669015778717,16.61575844379854,512,512,
layer4.0.sn2,800,512,10000,1483.1937959690642,1500.7066206827042,17.51282471363993,512,512,
layer4.0.sn2,900,512,10000,1475.185462302779,1492.982967263218,17.797504960439028,512,512,
layer4.1.sn1,0,512,10000,1158.5373338661566,1188.8330983928147,30.295764526658104,512,512,
layer4.1.sn1,5,512,10000,1136.2958235439155,1174.424657530983,38.12883398706754,512,512,
layer4.1.sn1,10,512,10000,1058.4375002134168,1111.730617995196,53.2931177817793,512,512,
layer4.1.sn1,20,512,10000,1175.5587799064913,1215.5125669860831,39.95378707959185,512,512,
layer4.1.sn1,30,512,10000,1207.4095944309915,1244.521384654886,37.11179022389456,512,512,
layer4.1.sn1,40,512,10000,1265.843030372087,1297.9546383368784,32.11160796479135,512,512,
layer4.1.sn1,50,512,10000,1258.5055135793164,1292.049778861106,33.54426528178965,512,512,
layer4.1.sn1,60,512,10000,1233.634431843444,1269.4123899681242,35.777958124680254,512,512,
layer4.1.sn1,70,512,10000,1266.101707078956,1298.7169880254262,32.61528094647019,512,512,
layer4.1.sn1,80,512,10000,1263.6575900255689,1297.588912151592,33.93132212602313,512,512,
layer4.1.sn1,90,512,10000,1260.9129493995958,1294.8759827907206,33.96303339112478,512,512,
layer4.1.sn1,100,512,10000,1256.8454637217492,1290.8110858759342,33.965622154184985,512,512,
layer4.1.sn1,125,512,10000,1223.3234267987639,1260.151843036696,36.82841623793206,512,512,
layer4.1.sn1,150,512,10000,1224.9351631794668,1262.0406372648313,37.10547408536445,512,512,
layer4.1.sn1,175,512,10000,1194.1951587491064,1234.9886642719644,40.79350552285791,512,512,
layer4.1.sn1,200,512,10000,1170.645813073318,1213.4319652721672,42.786152198849095,512,512,
layer4.1.sn1,225,512,10000,1170.2851841014683,1213.5779813132124,43.29279721174407,512,512,
layer4.1.sn1,250,512,10000,1115.5136134709476,1166.3787340476365,50.86512057668892,512,512,
layer4.1.sn1,275,512,10000,1124.1393353970136,1173.8259983924422,49.686662995428605,512,512,
layer4.1.sn1,300,512,10000,1112.2512560408275,1163.0304859030048,50.77922986217732,512,512,
layer4.1.sn1,400,512,10000,1087.892972348484,1141.5122494257907,53.61927707730683,512,512,
layer4.1.sn1,500,512,10000,1050.0899333930156,1108.8520860463732,58.76215265335759,512,512,
layer4.1.sn1,600,512,10000,1009.877908247401,1077.699235214168,67.82132696676706,512,512,
layer4.1.sn1,700,512,10000,984.6778140243118,1056.8212800783176,72.14346605400578,512,512,
layer4.1.sn1,800,512,10000,955.4818336354436,1034.1068437799,78.62501014445627,512,512,
layer4.1.sn1,900,512,10000,944.9725775259402,1025.3567608654887,80.38418333954849,512,512,
layer4.1.sn2,0,512,10000,1229.6305239393619,1253.5271023357402,23.896578396378345,512,512,
layer4.1.sn2,5,512,10000,1053.9587641899634,1102.093185738274,48.134421548310684,512,512,
layer4.1.sn2,10,512,10000,998.3919533873232,1061.3788062234173,62.98685283609416,512,512,
layer4.1.sn2,20,512,10000,988.1490733324388,1056.2779015361036,68.12882820366485,512,512,
layer4.1.sn2,30,512,10000,1044.5325972716296,1103.1592085093034,58.62661123767384,512,512,
layer4.1.sn2,40,512,10000,1025.7237325936699,1093.2730191229416,67.54928652927174,512,512,
layer4.1.sn2,50,512,10000,1038.2320840524071,1103.8195458135442,65.58746176113709,512,512,
layer4.1.sn2,60,512,10000,1026.9034195348045,1095.1667891745246,68.26336963972017,512,512,
layer4.1.sn2,70,512,10000,1039.7075951987777,1104.9612727935018,65.2536775947242,512,512,
layer4.1.sn2,80,512,10000,1014.4300866713684,1088.1414245964052,73.71133792503679,512,512,
layer4.1.sn2,90,512,10000,1015.432628807155,1085.7500674990702,70.31743869191519,512,512,
layer4.1.sn2,100,512,10000,1024.2965214601456,1093.6843714814745,69.38785002132886,512,512,
layer4.1.sn2,125,512,10000,1020.4096490288598,1089.7981221311525,69.38847310229266,512,512,
layer4.1.sn2,150,512,10000,1016.7381318223933,1086.152255096539,69.41412327414571,512,512,
layer4.1.sn2,175,512,10000,1000.9786615993472,1072.3912534848605,71.41259188551328,512,512,
layer4.1.sn2,200,512,10000,1007.0538133569233,1074.5553537540027,67.50154039707934,512,512,
layer4.1.sn2,225,512,10000,998.7780496360296,1067.6061581169179,68.82810848088832,512,512,
layer4.1.sn2,250,512,10000,971.0418650163219,1047.940157306166,76.898292289844,512,512,
layer4.1.sn2,275,512,10000,978.2744470820107,1049.459719393052,71.18527231104122,512,512,
layer4.1.sn2,300,512,10000,974.434747493309,1048.3558114305533,73.9210639372443,512,512,
layer4.1.sn2,400,512,10000,975.0559825656658,1046.8073928918814,71.75141032621559,512,512,
layer4.1.sn2,500,512,10000,950.5257966944598,1023.6784412755715,73.15264458111164,512,512,
layer4.1.sn2,600,512,10000,935.1116478843308,1011.8322922057127,76.720644321382,512,512,
layer4.1.sn2,700,512,10000,924.4329967912784,1001.9569679609775,77.52397116969917,512,512,
layer4.1.sn2,800,512,10000,913.6663424534033,994.3918296308418,80.72548717743848,512,512,
layer4.1.sn2,900,512,10000,916.5843649436155,996.5272949451536,79.94293000153812,512,512,
