layer,epoch,neuron,mi_neuron,rel_perpl,max_activation,max_prob
sn1,0,24,0.10584117776821826,0.9990488065003795,0.9353385170300802,0.1058088714877764
sn1,0,25,0.12263969135618447,0.9752605998241841,0.5158072710037231,0.14232236643632248
sn1,0,26,0.13441175220667106,0.9844743685573435,0.9960156083106995,0.12919046481450394
sn1,0,27,0.07908726024230565,0.9912955003437949,0.934583326180776,0.12092385937770204
sn1,0,28,0.03657840337162926,0.9912838748084732,0.9637239376703898,0.12190787494182583
sn1,0,29,0.025118885249679035,0.9998787194339326,0.4025260309378306,0.10408943891525267
sn1,0,30,0.031048755737348877,0.9786731320398877,0.5844791531562805,0.1354783078034719
sn1,0,31,0.04024378069659491,0.9995513221896132,0.3883854150772095,0.10379602015018456
sn1,0,32,0.14202707344253712,0.9790356317726067,0.98828125,0.13638995091120398
sn1,0,33,0.11932007628786265,0.9742643780122652,0.5151822865009308,0.14146172503630317
sn1,0,34,0.024109649856233727,0.994374301678567,0.38716145356496173,0.11681708196798957
sn1,0,35,0.05832516031587388,0.9872852027459723,0.559687485297521,0.12722211579481757
sn1,0,36,0.28754031379758554,0.9792833247326022,0.9626301924387614,0.13561909894148508
sn1,0,37,0.12239614925645113,0.9770482999808277,0.9181510210037231,0.13879374663035074
sn1,0,38,0.0962171970545631,0.977929239280626,0.8373958071072897,0.1372725615898768
sn1,0,39,0.16674125747490046,0.9732553170659252,0.39020833373069763,0.14264649152755737
sn1,0,40,0.03161074994337998,0.979187524966994,0.8515625,0.13581429421901695
sn1,0,41,0.15591919631644252,0.9845809872018773,0.4762239456176758,0.13147189716498053
sn1,0,42,0.13167762911172784,0.979172907971939,0.8995832999547323,0.13536622623602543
sn1,0,43,0.06781311067163534,0.9984463922009749,0.38299479087193805,0.10727586597204201
sn1,0,44,0.3018795878451559,0.9773710914007125,0.9869791666666666,0.13680399457613623
sn1,0,45,0.06266277967269843,0.9995118777150106,0.9263541499773661,0.10365604360898333
sn1,0,46,0.15893683459891172,0.9768160677835603,0.874036431312561,0.13874890903631845
sn1,0,47,0.08362341141703084,0.9994237719835811,0.8504947622617086,0.10431443154811854
sn1,0,48,0.19352316605439163,0.978146971357477,0.8221353888511658,0.13819914062817892
sn1,0,49,0.23451943402970482,0.9792954199983029,0.9375260273615519,0.13516979912916818
sn1,0,50,0.1269094735874988,0.9882969981476485,0.9753385186195374,0.1251336981852849
sn1,0,51,0.15898661662607835,0.9799650751775267,0.8146093487739563,0.13592659433682755
sn1,0,52,0.05364757477389949,0.991742177233632,0.9375781019528708,0.12134762853384014
sn1,0,53,0.2824002968840665,0.9801200317753088,0.9836458166440328,0.13498355448246
sn1,0,54,0.11236860594680353,0.9794660869795364,0.8420832951863607,0.1377226114273071
sn1,0,55,0.02323925109589484,0.9967368434052327,0.3173176944255829,0.1110136235753695
sn1,0,56,0.1369573661067799,0.977202198940232,0.832421878973643,0.14042407770951584
sn1,0,57,0.08646582582579469,0.9913354485877104,0.7159374753634135,0.11595201740662253
sn1,0,58,0.2269664643103732,0.9759110129677824,0.9435155987739563,0.13976187010606125
sn1,0,59,0.05897041898839954,0.9958974037610432,0.9667708079020182,0.11259808391332622
sn1,0,60,0.29812344569379207,0.9769678398200945,0.961718738079071,0.138376846909523
sn1,0,61,0.13809268935849853,0.9973253354589883,0.8516406019528707,0.1109961445132891
sn1,0,62,0.12597843558913724,0.9818974364145836,0.8320572773615519,0.13466715812683103
sn1,0,63,0.2222242844091138,0.9853300831311024,0.8690885106722513,0.13022724290688828
layer1.0.sn1,0,0,0.016727966738771825,0.9922781003841048,0.20427082975705466,0.11889256040255226
layer1.0.sn1,0,1,0.11508880852542348,0.9843609383488193,0.3947916626930237,0.12892224888006842
layer1.0.sn1,0,2,0.057803033503824694,0.9795894212755826,0.2297916611035665,0.13528710603713984
layer1.0.sn1,0,3,0.14350525738345873,0.9722886528718099,0.5991666515668234,0.14290052652359003
layer1.0.sn1,0,4,0.11101030789171938,0.9782469720448407,0.6032291650772095,0.13718720277150467
layer1.0.sn1,0,5,0.2119450538045458,0.9764722991260232,0.8351041475931803,0.1392461508512496
layer1.0.sn1,0,6,0.057559915136072885,0.9837970518745355,0.32760416467984516,0.13008601466814673
layer1.0.sn1,0,7,0.08693274456599262,0.9815706289442222,0.30624998609224946,0.13334261874357856
layer1.0.sn1,0,8,0.0945257628189436,0.9742658739176443,0.3565624952316284,0.14124506711959836
layer1.0.sn1,0,9,0.20533485855866904,0.9743216913986908,0.6279166539510092,0.14101143181323997
layer1.0.sn1,0,10,0.16459417464181025,0.9755421752867607,0.6141666571299235,0.13895423213640842
layer1.0.sn1,0,11,0.13749971484513507,0.9714817134380368,0.6636458237965902,0.14594176411628715
layer1.0.sn1,0,12,0.10453138650596698,0.975162250431232,0.5491666595141093,0.14124251405398044
layer1.0.sn1,0,13,0.0919794652680954,0.9779241925041865,0.6067708134651184,0.13732445736726126
layer1.0.sn1,0,14,0.07582296718916615,0.9752750798473789,0.5695833166440328,0.14100661377112067
layer1.0.sn1,0,15,0.0758698786498651,0.9784158156882271,0.28406249980131787,0.13669595122337339
layer1.0.sn1,0,16,0.12269687964013268,0.9831413931981361,0.503020832935969,0.13135949522256848
layer1.0.sn1,0,17,0.042197880464394655,0.9909865258689833,0.3551041583220164,0.12025383859872817
layer1.0.sn1,0,18,0.1643500813212205,0.9714536552386791,0.5612499912579855,0.14403150975704185
layer1.0.sn1,0,19,0.06481990820997627,0.9990248409155784,0.6396874785423279,0.10588713983694707
layer1.0.sn1,0,20,0.17143831293270803,0.9759879483229984,0.3955208162466685,0.13921383519967392
layer1.0.sn1,0,21,0.11469709025438529,0.9751871281895385,0.6753124793370565,0.1387339482704798
layer1.0.sn1,0,22,0.13757021772990335,0.9720149186902506,0.8479166428248087,0.14287834366162613
layer1.0.sn1,0,23,0.06689815349265359,0.9732227817296907,0.19770832856496168,0.14353407919406888
layer1.0.sn1,0,24,0.11312923231048659,0.9778197929491198,0.5109375019868215,0.13724901775519047
layer1.0.sn1,0,25,0.07026235382242439,0.987448808562243,0.39270832141240436,0.12577069302399949
layer1.0.sn1,0,26,0.11942457651514045,0.9767608309758247,0.604895810286204,0.13853583733240762
layer1.0.sn1,0,27,0.10053450383371929,0.9743607709675102,0.24427082637945807,0.14392345647017155
layer1.0.sn1,0,28,0.12518271784831625,0.9771113835066231,0.5040624737739563,0.13916529715061188
layer1.0.sn1,0,29,0.18104211911564136,0.978210054807621,0.4129166503747304,0.13554480671882624
layer1.0.sn1,0,30,0.1453791240314812,0.9915186215066557,0.3019791642824809,0.11914092053969698
layer1.0.sn1,0,31,0.07562659760765396,0.9835269391162815,0.24635416269302368,0.13240285714467362
layer1.0.sn1,0,32,0.13619474272264703,0.9998296769634593,0.25979166229565936,0.10582446306943886
layer1.0.sn1,0,33,0.05419870484477359,0.9838370198550077,0.6297916372617086,0.13016134500503537
layer1.0.sn1,0,34,0.023563766083091613,0.9904829277865739,0.45656248927116394,0.12222384909788764
layer1.0.sn1,0,35,0.07776222131396164,0.9929918842781346,0.46833332379659015,0.11798661698897676
layer1.0.sn1,0,36,0.26002875699306494,0.9808133199241853,0.6318749785423279,0.13368541498978925
layer1.0.sn1,0,37,0.19887676085519715,0.9756878670646699,0.6636458237965902,0.1393709729115168
layer1.0.sn1,0,38,0.1808629734646043,0.9774096109216824,0.6571875015894572,0.13821129500865934
layer1.0.sn1,0,39,0.1614025929888518,0.9733831435963389,0.5053125023841858,0.14384193718433372
layer1.0.sn1,0,40,0.1850054580632935,0.9715381666496129,0.7071874737739563,0.1427487879991531
layer1.0.sn1,0,41,0.16544027383667065,0.99656923398387,0.5682291587193807,0.1123695423205693
layer1.0.sn1,0,42,0.08186174507581277,0.9818861688251422,0.4414583146572113,0.13377019762992853
layer1.0.sn1,0,43,0.06566918603493646,0.9876377855249823,0.39312498768170673,0.12665069103240958
layer1.0.sn1,0,44,0.04752984036527971,0.9811193626085409,0.3045833309491475,0.13382092118263242
layer1.0.sn1,0,45,0.12123252946621561,0.9787464702555039,0.28239582479000086,0.13701050480206803
layer1.0.sn1,0,46,0.06565477790944112,0.9997495469472715,0.30562499662240344,0.1054226731260617
layer1.0.sn1,0,47,0.10278741469992171,0.9846404085222192,0.3929166495800018,0.1296687374512354
layer1.0.sn1,0,48,0.15697955568191527,0.9747462074766897,0.40041665236155194,0.14148894945780435
layer1.0.sn1,0,49,0.2155791551757084,0.9838353747863099,0.37572915355364483,0.13120305041472113
layer1.0.sn1,0,50,0.03393699851708313,0.9838240046687282,0.6024999817212423,0.1308441857496897
layer1.0.sn1,0,51,0.06123181357713158,0.9896928834185027,0.19635416070620218,0.12307635943094886
layer1.0.sn1,0,52,0.10621775293104052,0.9810298962115566,0.5041666527589163,0.13344077765941617
layer1.0.sn1,0,53,0.09549399004199767,0.9817726945147349,0.31406248609224957,0.13230665028095243
layer1.0.sn1,0,54,0.09330139851646885,0.9933470726422652,0.29249998927116394,0.11445336788892739
layer1.0.sn1,0,55,0.06062402922797541,0.9907384587417707,0.5609374841054281,0.1209129318594932
layer1.0.sn1,0,56,0.12273295601219363,0.9760107581565945,0.25291665891806275,0.13791933655738828
layer1.0.sn1,0,57,0.14725768377411783,0.9859398173697942,0.6273958086967468,0.1286988407373428
layer1.0.sn1,0,58,0.2375920655714341,0.9742057592001608,0.49708332618077594,0.14230518043041224
layer1.0.sn1,0,59,0.0839011266494427,0.9853372193488124,0.43531248966852826,0.1298925975958506
layer1.0.sn1,0,60,0.06441683797308285,0.9824669341809881,0.2626041571299234,0.13136848310629523
layer1.0.sn1,0,61,0.06461298014189996,0.9830765339909076,0.5463541746139526,0.1313719699780146
layer1.0.sn1,0,62,0.21861286622748494,0.9756052613857126,0.7065624992052714,0.13879252473513284
layer1.0.sn1,0,63,0.03354135118005739,0.9812543763034123,0.48104164997736615,0.13237266242504117
layer1.1.sn1,0,0,0.14932687707053086,0.9721369907504717,0.30239583055178326,0.1427368472019831
layer1.1.sn1,0,1,0.1331748374863347,0.9728422192939078,0.2874999940395355,0.14448137581348416
layer1.1.sn1,0,2,0.10636141889973141,0.9754061569999509,0.10166666408379871,0.14117747545242307
layer1.1.sn1,0,3,0.20553770677861813,0.9698759314999719,0.5086458126703898,0.14612472554047898
layer1.1.sn1,0,4,0.16868175695951668,0.9765549685670102,0.32187498609224957,0.1394582688808441
layer1.1.sn1,0,5,0.15341453082835554,0.9766235979362511,0.301562488079071,0.13831191261609396
layer1.1.sn1,0,6,0.07078267323352452,0.9799119066037095,0.17062499622503913,0.134761909643809
layer1.1.sn1,0,7,0.09089796168794778,0.9762318227234696,0.32895832260449726,0.13891631364822382
layer1.1.sn1,0,8,0.1260120144745171,0.9829989432605531,0.32614582777023315,0.13060629864533738
layer1.1.sn1,0,9,0.194612076965283,0.9713467368470404,0.40645832816759747,0.14520295461018876
layer1.1.sn1,0,10,0.09439778408543076,0.9816577011560964,0.11572916557391483,0.12958615273237223
layer1.1.sn1,0,11,0.11061781678903135,0.9761157136551332,0.40343748529752094,0.13781854013601932
layer1.1.sn1,0,12,0.13567265632571843,0.9830687759331767,0.17510416110356644,0.1319439709186553
layer1.1.sn1,0,13,0.1332445571889541,0.977721881203332,0.3619791567325592,0.13750481108824408
layer1.1.sn1,0,14,0.13442573170248054,0.9805179806447516,0.28822916746139526,0.13324097295602158
layer1.1.sn1,0,15,0.14287794307618365,0.9774505996841518,0.33135416110356647,0.13732291758060453
layer1.1.sn1,0,16,0.19246308033121692,0.9739589577130913,0.2909374833106994,0.1394856472810109
layer1.1.sn1,0,17,0.16901569995643093,0.9704208995383158,0.36791666348775226,0.14506859580675757
layer1.1.sn1,0,18,0.16106624142538645,0.9706432498430771,0.334583322207133,0.14610930780569711
layer1.1.sn1,0,19,0.1786447117033054,0.971944839074244,0.49687497814496356,0.14413900673389432
layer1.1.sn1,0,20,0.16442383996964952,0.9744716250470947,0.36833332975705463,0.1399858246246973
layer1.1.sn1,0,21,0.15657525754511317,0.9817777385722571,0.2510416656732559,0.13405187427997586
layer1.1.sn1,0,22,0.041365452664907626,0.9862341410817405,0.12999999771515527,0.12782741834719974
layer1.1.sn1,0,23,0.08444731148796361,0.9802620283168086,0.30812498927116394,0.13515266776084897
layer1.1.sn1,0,24,0.18411274760959342,0.9762392652836039,0.1924999952316284,0.1401640822490056
layer1.1.sn1,0,25,0.0901283508101688,0.9790237025703411,0.2810416618982951,0.13667718569437662
layer1.1.sn1,0,26,0.1554010762455828,0.9722206313855669,0.2540624936421712,0.143905555208524
layer1.1.sn1,0,27,0.05861412939206714,0.9765145867867423,0.18729166189829502,0.14050033688545224
layer1.1.sn1,0,28,0.14590406978425788,0.9731632463104646,0.2956250011920929,0.1423631906509399
layer1.1.sn1,0,29,0.09489345782341192,0.9758339351635695,0.3789583345254262,0.14022241532802582
layer1.1.sn1,0,30,0.21874838094953056,0.9749885881344523,0.3735416531562805,0.1415552993615468
layer1.1.sn1,0,31,0.02508028980038125,0.9985046739848097,0.12968750049670533,0.1071678499380747
layer1.1.sn1,0,32,0.12921438801600169,0.9748015136035676,0.1745833307504654,0.14018703003724411
layer1.1.sn1,0,33,0.06760318492074024,0.980280778578484,0.30624998609224957,0.13447137176990506
layer1.1.sn1,0,34,0.026962078023415614,0.9826117696516361,0.26885416110356647,0.13131275773048398
layer1.1.sn1,0,35,0.12810889231067918,0.981265455654157,0.18906249602635702,0.13430633147557572
layer1.1.sn1,0,36,0.08912174347254763,0.9785615368058523,0.25989582141240436,0.13656918207804356
layer1.1.sn1,0,37,0.1437784223959103,0.971989297345405,0.23479166130224863,0.14546057581901548
layer1.1.sn1,0,38,0.012149201331351821,0.9996583530110835,0.13895832995573676,0.10581118613481516
layer1.1.sn1,0,39,0.17154717012321433,0.9718936865099105,0.4122916559378305,0.14418454468250272
layer1.1.sn1,0,40,0.17374358507797927,0.9738584532188242,0.33374998966852826,0.1413661539554595
layer1.1.sn1,0,41,0.03608846418660187,0.9865399421903859,0.14197916289170578,0.1276484429836273
layer1.1.sn1,0,42,0.1811898259643907,0.9728187747305692,0.3563541571299235,0.141286810239156
layer1.1.sn1,0,43,0.0961313916801065,0.9727877116401097,0.18093749384085334,0.14328562716643012
layer1.1.sn1,0,44,0.1772431277553901,0.9745108051324675,0.28843749562899273,0.1391356438398361
layer1.1.sn1,0,45,0.13125607327625727,0.9736763399325667,0.5053124825159708,0.14188293119271592
layer1.1.sn1,0,46,0.24466631448793644,0.9722398630893787,0.41437498728434247,0.14227856695652005
layer1.1.sn1,0,47,0.1422964935865735,0.9769573523388746,0.1752083251873652,0.1374482214450836
layer1.1.sn1,0,48,0.14476480866520378,0.9782114063742698,0.28364582856496173,0.1350735028584798
layer1.1.sn1,0,49,0.19229996263582744,0.9724638726430141,0.3082291583220164,0.1432009935379028
layer1.1.sn1,0,50,0.18222171139615126,0.9718766144117277,0.43062499165534973,0.14571348329385117
layer1.1.sn1,0,51,0.1274630535506984,0.9746126863086957,0.19312499463558194,0.14116796851158137
layer1.1.sn1,0,52,0.06205051105587487,0.9828546342541694,0.40656248728434236,0.1316082328557968
layer1.1.sn1,0,53,0.18030134208535595,0.9730054662715687,0.23499999443689978,0.14302941163380933
layer1.1.sn1,0,54,0.014454128502635387,0.9942255802761185,0.1084374959270159,0.11653990795214964
layer1.1.sn1,0,55,0.14531865462255014,0.9708470745214424,0.5200000007947286,0.1444354901711146
layer1.1.sn1,0,56,0.14212033000057805,0.9794481915135593,0.21906249721844984,0.13486785193284348
layer1.1.sn1,0,57,0.15702916235102735,0.9721261051518141,0.35874999562899273,0.1428793370723724
layer1.1.sn1,0,58,0.13586614065930366,0.9743847441352984,0.4452083309491475,0.14122350017229712
layer1.1.sn1,0,59,0.10657604142951446,0.9796574233045551,0.287708322207133,0.13271586596965787
layer1.1.sn1,0,60,0.0718104634209872,0.9822257082754753,0.17822916309038794,0.1320580740769704
layer1.1.sn1,0,61,0.15459688894727694,0.9728507118958789,0.3499999940395355,0.14256386458873743
layer1.1.sn1,0,62,0.14328625275558377,0.9765745276192819,0.26843749483426405,0.13945592443148289
layer1.1.sn1,0,63,0.08083483846387679,0.9857306158235652,0.21218749384085336,0.12902219096819556
layer2.0.sn1,0,0,0.13505505413561888,0.9767245337351661,0.26916665832201636,0.13814005752404526
layer2.0.sn1,0,1,0.16084463149140268,0.9703094602795371,0.3254166543483734,0.1462949216365814
layer2.0.sn1,0,2,0.07862605903558038,0.9778120123084652,0.14624999960263566,0.13596582412719724
layer2.0.sn1,0,3,0.1518325181605906,0.9726629480353127,0.32624999682108563,0.14134706556797025
layer2.0.sn1,0,4,0.1570728777353818,0.9756559259861478,0.27708332737286884,0.14065767824649805
layer2.0.sn1,0,5,0.17309246443989845,0.9717879504408516,0.31833332777023315,0.1438281635443369
layer2.0.sn1,0,6,0.15630058504947944,0.9732666009205508,0.2812499900658925,0.14096112052599585
layer2.0.sn1,0,7,0.09695692285318094,0.9789773867715166,0.19333332777023315,0.1366940985123316
layer2.0.sn1,0,8,0.15475479389520277,0.971334576766074,0.4387499988079071,0.14343557258447012
layer2.0.sn1,0,9,0.1571437957749209,0.9721919279152321,0.2691666583220164,0.14334492385387418
layer2.0.sn1,0,10,0.1503929411366943,0.9707882918520224,0.3670833309491475,0.14461657901604966
layer2.0.sn1,0,11,0.15970875945060098,0.97399893853498,0.24083332717418662,0.1390625139077504
layer2.0.sn1,0,12,0.19399064273573377,0.9708510907915446,0.37583332260449726,0.14514350394407902
layer2.0.sn1,0,13,0.013441622951311408,0.9798457608558785,0.1212499986092249,0.13489046692848203
layer2.0.sn1,0,14,0.0921484834218164,0.9760480581447005,0.14499999831120167,0.14026324947675065
layer2.0.sn1,0,15,0.21749574206629957,0.9703293902291407,0.3024999996026357,0.14512104789415994
layer2.0.sn1,0,16,0.17120562179533816,0.9707327296158962,0.38624998927116394,0.1450873166322708
layer2.0.sn1,0,17,0.19001644423611017,0.970854194253166,0.3308333257834117,0.14502641558647153
layer2.0.sn1,0,18,0.14809291840738556,0.9735276608203188,0.3258333206176758,0.14218759040037787
layer2.0.sn1,0,19,0.13982836438822566,0.9802564785659031,0.2862499952316284,0.1350503216187159
layer2.0.sn1,0,20,0.13260394483594654,0.9790676435889498,0.15958333015441892,0.13604777057965592
layer2.0.sn1,0,21,0.15490804322710716,0.9731275498675291,0.17624999582767478,0.14405041436354313
layer2.0.sn1,0,22,0.1746482443056345,0.9715818060878111,0.29583331942558283,0.14592049519220987
layer2.0.sn1,0,23,0.19340968398014666,0.9712909573998446,0.3241666555404663,0.1438280791044235
layer2.0.sn1,0,24,0.1620778363552564,0.9710757892295189,0.30166665712992347,0.14604554076989487
layer2.0.sn1,0,25,0.15155024861230723,0.9775976149483611,0.26374998688697815,0.13788440823554987
layer2.0.sn1,0,26,0.13440917651275544,0.9767745156522049,0.30249998966852826,0.13778341809908545
layer2.0.sn1,0,27,0.07095419780264299,0.9790344214033602,0.1583333313465118,0.1349261105060577
layer2.0.sn1,0,28,0.055253107038625154,0.9755470693058527,0.09791666517655052,0.14020891984303788
layer2.0.sn1,0,29,0.17663969024102158,0.9724804547149609,0.36666666467984516,0.14381215473016098
layer2.0.sn1,0,30,0.14766638955757058,0.9706287974120521,0.3237499892711639,0.1443102657794952
layer2.0.sn1,0,31,0.15863285993573337,0.9713714194799605,0.28999999165534973,0.14558325211207068
layer2.0.sn1,0,32,0.1686498364476398,0.9776124027970569,0.24999999999999997,0.13591256241003669
layer2.0.sn1,0,33,0.13413636630641562,0.9735033266687813,0.11458333084980639,0.14307572444279984
layer2.0.sn1,0,34,0.048159613588804225,0.9826128095294301,0.09291666497786837,0.13279051085313157
layer2.0.sn1,0,35,0.1676296603213589,0.9704561186603069,0.289166659116745,0.1446408679087956
layer2.0.sn1,0,36,0.1754868924900653,0.9709191843868613,0.4216666519641876,0.14428004125754032
layer2.0.sn1,0,37,0.12455876383845792,0.9763320172573683,0.18458333114782965,0.13787481188774106
layer2.0.sn1,0,38,0.14126917931617705,0.9746772188047363,0.2966666618982951,0.13957538207372025
layer2.0.sn1,0,39,0.07089144102885872,0.9788827165967322,0.10208333035310106,0.13579974075158438
layer2.0.sn1,0,40,0.1145449431098483,0.9779017960179112,0.1304166615009308,0.1371979216734568
layer2.0.sn1,0,41,0.14432707877481582,0.9755935879409431,0.22791666289170578,0.1388013611237208
layer2.0.sn1,0,42,0.19839590331237608,0.9745754626832962,0.42208332816759747,0.1406397769848505
layer2.0.sn1,0,43,0.0892464118990224,0.9731908979875804,0.10625000049670534,0.14349752664566037
layer2.0.sn1,0,44,0.1474118011719798,0.9729315254701257,0.27416666348775226,0.14335789283116657
layer2.0.sn1,0,45,0.14652175149913624,0.9732750247491536,0.28708332777023315,0.142306903998057
layer2.0.sn1,0,46,0.12135901300531884,0.9753410572850374,0.2945833206176758,0.13917349278926847
layer2.0.sn1,0,47,0.1732587948927528,0.9748309572732566,0.18416665991147355,0.14177766939004258
layer2.0.sn1,0,48,0.16195377410116527,0.9710868862156662,0.2900000015894572,0.1439524888992309
layer2.0.sn1,0,49,0.11874787645280485,0.9753218646276153,0.12291666368643439,0.1390043546756108
layer2.0.sn1,0,50,0.16365704827213354,0.9772457997050835,0.24166665971279142,0.13658573726812992
layer2.0.sn1,0,51,0.07669697627680772,0.9776361664605222,0.2058333307504653,0.1374009698629379
layer2.0.sn1,0,52,0.13061906056855624,0.9783444083805257,0.3658333321412404,0.13448339700698844
layer2.0.sn1,0,53,0.14154091755178302,0.9760619031349914,0.2216666638851165,0.13921558360258737
layer2.0.sn1,0,54,0.14050323586329735,0.9737496372258868,0.14291666696468988,0.1421239376068115
layer2.0.sn1,0,55,0.13708160072553133,0.9800633787183587,0.2129166622956594,0.13282099862893418
layer2.0.sn1,0,56,0.1135410279740721,0.9736764496600624,0.15833332637945807,0.14096213877201078
layer2.0.sn1,0,57,0.1491601240202464,0.9761353058057743,0.22208333015441895,0.13916297753651932
layer2.0.sn1,0,58,0.1555777456343748,0.9763916026610474,0.26583331823348993,0.1390871355930964
layer2.0.sn1,0,59,0.16943283617138097,0.9761316723420532,0.18416666487852731,0.1391554723183314
layer2.0.sn1,0,60,0.15916129368063475,0.9705282849085628,0.3716666599114736,0.14545236527919767
layer2.0.sn1,0,61,0.16109533765998493,0.9711586037563048,0.22083333134651184,0.1444991528987884
layer2.0.sn1,0,62,0.16851318540110924,0.9708333594321025,0.37958332896232605,0.14530150592327115
layer2.0.sn1,0,63,0.15096656626937216,0.9757501774942668,0.27249998847643536,0.13904811441898338
layer2.1.sn1,0,0,0.07188735474402579,0.983181788243164,0.09416666626930237,0.13056728243827817
layer2.1.sn1,0,1,0.15245782766322893,0.9745866755452696,0.19541666408379868,0.14234064519405362
layer2.1.sn1,0,2,0.18623999033406902,0.9774505616846906,0.26583331823348993,0.13835753003756204
layer2.1.sn1,0,3,0.15110999954901083,0.9747458351214681,0.2824999888737996,0.13781288266181943
layer2.1.sn1,0,4,0.15591408029999507,0.9763875404766381,0.28208333253860474,0.1404671122630437
layer2.1.sn1,0,5,0.07957478926024494,0.9815748062811845,0.0724999979138374,0.13468099633852637
layer2.1.sn1,0,6,0.18077410427797358,0.9723673030431632,0.21916665633519486,0.1438692212104797
layer2.1.sn1,0,7,0.17353818498784318,0.9750383629978954,0.18708333373069763,0.14026388525962827
layer2.1.sn1,0,8,0.08000278173217898,0.9789483224459952,0.15916666388511658,0.13413533071676884
layer2.1.sn1,0,9,0.15838366341624058,0.977124259771785,0.17125000059604636,0.13709059854348496
layer2.1.sn1,0,10,0.15345156893726827,0.9708477851392187,0.2116666634877522,0.14639853437741593
layer2.1.sn1,0,11,0.15831723025534808,0.9723831238639948,0.22499999403953552,0.14379337926705674
layer2.1.sn1,0,12,0.14688959786410546,0.9752902388100967,0.2695833245913188,0.1396420101324717
layer2.1.sn1,0,13,0.15097537934773927,0.974314130168807,0.14208333194255823,0.14181564251581824
layer2.1.sn1,0,14,0.16491062606245913,0.9725926317419303,0.3112499912579854,0.14381385842959085
layer2.1.sn1,0,15,0.14779181238281672,0.9718860078751484,0.2924999992052714,0.14283788700898487
layer2.1.sn1,0,16,0.027746580513067977,0.9839134377897888,0.04833333194255823,0.13000975549221036
layer2.1.sn1,0,17,0.15342987380252823,0.973262651224636,0.23416666189829508,0.14057936767737067
layer2.1.sn1,0,18,0.15083718087165474,0.9707748760045694,0.3424999912579854,0.1452516714731852
layer2.1.sn1,0,19,0.15885807677987207,0.9751255305564007,0.25958332419395447,0.14081412057081857
layer2.1.sn1,0,20,0.15809989345276354,0.9750247636078745,0.24708332618077591,0.14082136253515873
layer2.1.sn1,0,21,0.1626131898449898,0.9717889690072491,0.1599999964237213,0.14310987293720243
layer2.1.sn1,0,22,0.1565841281344087,0.9734359805506158,0.17166666189829502,0.14344562590122215
layer2.1.sn1,0,23,0.18217693102779012,0.9721306796394225,0.13208333154519397,0.14539263149102524
layer2.1.sn1,0,24,0.1352937952821204,0.9757596215492815,0.13999999562899268,0.14001205563545227
layer2.1.sn1,0,25,0.1515289259807357,0.9723672525959489,0.12958332647879917,0.14428579310576117
layer2.1.sn1,0,26,0.1398671024329371,0.9763620322764232,0.11749999721844984,0.1382402082284291
layer2.1.sn1,0,27,0.159560097150373,0.9705998446669057,0.39624998966852826,0.14533132811387373
layer2.1.sn1,0,28,0.13751626222569738,0.9738478395317114,0.11249999950329458,0.1427903970082601
layer2.1.sn1,0,29,0.1363721629431817,0.9753044439018818,0.20916666587193808,0.14018561939398444
layer2.1.sn1,0,30,0.1834510007271457,0.9737957696628574,0.17374999821186057,0.14311027526855466
